strategy_types,lookback_period,rsi_window,ma_window,rebalance_period,num_stocks,portfolio_type,combine_method,Total Return,Annual Return,Volatility,Sharpe Ratio,Max Drawdown,strategy_name
"['momentum', 'ma_crossover']",21,14,100,10,3,long,and,0.9478128608371026,0.12125474187337515,0.18790132707168242,0.6453107264490885,-0.30791933288193374,"momentum, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,10,100,21,3,long,or,0.6143182022503078,0.08568505216255318,0.13279926382705867,0.6452223430555969,-0.22868213055377284,"rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",63,5,100,21,5,long,and,0.9247945218210625,0.11896892547900562,0.1844028248817169,0.6451578252953386,-0.2963147253735485,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,14,100,10,10,long_short,and,0.09903778579542766,0.016343032472857066,0.025340362421676876,0.6449407550255385,-0.036084443038064684,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",126,14,50,10,5,long,or,0.5114539559297726,0.0748567022222173,0.11607733980391319,0.6448864382029346,-0.2061920407891118,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",126,14,100,42,10,long,and,0.9239806552385104,0.12115624909987277,0.18788812236085417,0.6448318689735081,-0.2884403555408004,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,14,100,42,10,long_short,and,0.20858181297320888,0.0330555669845114,0.05126391791227493,0.6448115620245323,-0.10684581399590232,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",126,14,50,42,3,long,and,1.2169765789955291,0.1492758233336795,0.23150971281276572,0.6447929182755577,-0.36441638040689683,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",252,21,10,21,10,long,or,0.42575316877607716,0.07028109276819161,0.10901219744277138,0.6447085226869901,-0.17548316266427366,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,10,10,10,10,long_short,and,0.09922922967959869,0.015530827878354359,0.024093233779164912,0.6446136712368159,-0.04661233822688471,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,21,10,5,10,long,or,0.6496744833918742,0.084958910003325,0.13180502889852927,0.644580185697854,-0.2557187873482075,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi']",126,5,50,10,10,long,and,0.799393962314354,0.10811586169393905,0.1677382725758107,0.6445509425708149,-0.28482461447423724,"momentum, rsi (AND)"
"['rsi', 'ma_crossover']",252,10,50,10,3,long,and,0.776435282010361,0.10008735195300367,0.15528254415804518,0.6445499234681243,-0.24968159877672746,"rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,14,100,5,5,long_short,and,0.19959447685897858,0.03173276545804482,0.049234954185609144,0.6445170099766229,-0.08731835480551964,"rsi, ma_crossover (AND)"
"['momentum', 'ma_crossover']",252,14,20,5,10,long,or,0.7226707352222195,0.10976295378308931,0.17031071228218575,0.6444864936107155,-0.2599969014885227,"momentum, ma_crossover (OR)"
"['momentum', 'rsi']",21,14,50,42,10,long,or,0.6050519100559619,0.08012330034974169,0.12432337408679285,0.6444749504128312,-0.21547227909162103,"momentum, rsi (OR)"
"['momentum', 'rsi']",21,14,50,5,3,long,or,0.5884347087709716,0.07829375917708892,0.12151719817541837,0.6443018795089938,-0.23284296059680476,"momentum, rsi (OR)"
['ma_crossover'],252,14,100,21,3,long,and,1.083998538122537,0.13433832934983547,0.2085396179548712,0.6441861295579184,-0.3414416390890658,ma_crossover
"['momentum', 'rsi']",63,21,50,21,10,long_short,and,0.2550781794315937,0.038775310515454464,0.060201919605503404,0.6440876099889311,-0.09465936056580271,"momentum, rsi (AND)"
"['rsi', 'ma_crossover']",252,10,50,10,10,long,and,0.7453416064936078,0.0968672394381509,0.15045207215967382,0.6438411784408414,-0.2626130395520313,"rsi, ma_crossover (AND)"
"['momentum', 'ma_crossover']",63,14,10,42,3,long,or,1.4537582977564534,0.16218203736981196,0.2519737381666678,0.643646590116216,-0.3637362333860579,"momentum, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,21,100,10,5,long,or,0.549184395212819,0.0780365972026349,0.1212500501382403,0.6436005355351471,-0.21844554479334566,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi']",21,14,50,21,10,long,and,0.7555438820107594,0.0960078605328818,0.14918004988216044,0.6435703742472257,-0.24882203756434795,"momentum, rsi (AND)"
"['momentum', 'rsi', 'ma_crossover']",63,14,100,5,5,long_short,or,0.06845616808570099,0.011431413562684956,0.01776522993208499,0.6434711853652504,-0.023517542950127535,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi']",126,21,50,5,5,long,and,0.8390762168384345,0.11234813035141311,0.1745987481652801,0.6434646956635749,-0.3064085983081528,"momentum, rsi (AND)"
"['rsi', 'ma_crossover']",252,14,50,10,10,long,and,0.6957564619391734,0.09163173077330322,0.14242175980162464,0.643382941630089,-0.26081044340295567,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,14,10,21,5,long,or,0.6515043056642043,0.08515485430377012,0.13237913030312032,0.6432649474942421,-0.2209763310663071,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",63,21,50,42,10,long,and,1.0634137614183912,0.12895054909418602,0.20052120877911517,0.6430768589482818,-0.29768335452863626,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'ma_crossover']",21,14,100,10,10,long,and,0.8677069188068689,0.11320060272553478,0.17603177421646898,0.6430691460641091,-0.2854336694549725,"momentum, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,10,50,10,10,long_short,or,0.11113128497114921,0.017647603399171263,0.027444454690095602,0.6430298433125758,-0.04918823164921937,"rsi, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,21,100,10,5,long_short,and,0.3708615022569257,0.0556418744222984,0.08653776879633764,0.6429779181532725,-0.16953677479325346,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,21,10,5,3,long,or,0.6647365434008472,0.08656642875315756,0.13464029488487791,0.6429459236343388,-0.242968154613857,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",126,21,50,5,10,long,or,0.5621646863344933,0.08107337549808835,0.1261033924256497,0.6429119307467407,-0.2417045541980415,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",63,10,10,10,5,long,or,0.5837788254221294,0.08003349394114356,0.12449750825919265,0.6428521747963101,-0.219521556353506,"momentum, rsi, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,10,10,21,10,long_short,and,0.15845737052964237,0.024076340689098696,0.03745659197809978,0.6427797996992283,-0.058157170443912554,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,10,20,5,10,long,or,0.6664493345272506,0.08674845686178445,0.13498565965733744,0.6426494272206126,-0.2569228900488667,"momentum, rsi, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,10,50,10,3,long,or,0.6052156161125624,0.08173321529187016,0.12720144868472397,0.6425494059776834,-0.21431124993781292,"rsi, ma_crossover (OR)"
"['momentum', 'rsi']",126,14,50,42,5,long,and,0.9001041643929364,0.11871222069049736,0.18476482091233373,0.6425044556876081,-0.31549837265121394,"momentum, rsi (AND)"
"['momentum', 'rsi']",63,14,50,42,5,long,or,0.5367032975657096,0.07459045990374569,0.11609599332732053,0.6424895275536829,-0.19907867200367857,"momentum, rsi (OR)"
"['momentum', 'rsi', 'ma_crossover']",63,14,10,5,3,long,or,0.5912075796571812,0.08088009017387998,0.12590740250297183,0.6423775613349735,-0.21936981159293223,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",63,21,10,5,5,long,and,0.6667922172223928,0.08931189270080764,0.13906144995245398,0.6422476734662551,-0.26502188582096453,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi']",21,10,50,21,3,long,or,0.48991195337064086,0.06710500603845304,0.10450742605745575,0.6421075379041512,-0.18275266167586057,"momentum, rsi (OR)"
"['momentum', 'rsi', 'ma_crossover']",126,5,50,42,10,long,or,0.5632112951962944,0.08119991555263906,0.12648562194315957,0.6419695322297493,-0.20620937492526936,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,10,50,5,10,long,and,0.6995610315891403,0.09203793181665021,0.14338058241487384,0.6419135022784124,-0.2446714966349176,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,5,50,10,5,long,or,0.6342692029464183,0.08495919150963793,0.1323677720492997,0.6418419694938683,-0.22481381197285988,"rsi, ma_crossover (OR)"
"['momentum', 'rsi']",126,21,50,5,10,long,and,0.7807768026883872,0.10610366962297091,0.1653134927922379,0.6418330883391321,-0.30501288996712916,"momentum, rsi (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,14,50,21,10,long,and,0.7641780835086514,0.09882363206588685,0.15398651797734983,0.6417680805044439,-0.25340348460559736,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",63,21,100,42,3,long,or,0.4602964207737341,0.06715694505891778,0.10467618670578775,0.6415685092510591,-0.18310918214205074,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",126,14,10,42,10,long,or,0.5620028501685319,0.08105380248067573,0.12633807504847344,0.6415627470149199,-0.22885162948103155,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",126,5,20,5,10,long,and,0.7859036082735364,0.10665951392689554,0.16625122134762782,0.6415562728641417,-0.28043490254837733,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,14,10,42,3,long_short,and,0.18809712031805081,0.02834337132611453,0.04418063405431611,0.6415338288551701,-0.06433138033437813,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",252,10,10,21,10,long,or,0.3898311044237359,0.06506400454331307,0.1014334777233934,0.6414450732009901,-0.1563099774887724,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",126,21,10,42,5,long,and,0.9146563995477748,0.1202048011118404,0.18741710097780312,0.6413758428910761,-0.34379728679825816,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'ma_crossover']",63,14,10,5,5,long,and,0.8935167424807218,0.11282394577083776,0.17594934054962402,0.6412297165672943,-0.2978006441927379,"momentum, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",126,21,100,5,3,long,and,0.8763548102188323,0.11625593316168903,0.18137434598287694,0.6409723080278643,-0.29070303004472564,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",63,21,20,10,3,long,and,0.7731446828435724,0.10065240600853231,0.15703322997806676,0.6409624639484948,-0.26557824079647574,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi']",126,14,50,5,5,long,or,0.49732478229109867,0.07309395845620159,0.11404029128686513,0.6409485422335147,-0.20983150909567372,"momentum, rsi (OR)"
"['momentum', 'rsi', 'ma_crossover']",63,21,10,10,5,long,or,0.6054179446565728,0.0824904064938472,0.12871704075481805,0.640866244361351,-0.2358175580721349,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",63,5,10,42,3,long,or,0.952028316064462,0.11850913463199886,0.18493332961498446,0.6408208562443819,-0.2442369160406742,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",63,5,10,42,5,long,or,0.9316945663285847,0.11654972110479167,0.18192534629192997,0.6406458664520992,-0.22042495317779465,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,10,10,5,10,long,or,0.6631992722762028,0.08640292061036714,0.13488999041787225,0.6405436040339372,-0.26210377019208975,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",63,5,20,21,10,long,and,0.7365420572890897,0.09681493013689257,0.15118024424052418,0.6403940582531559,-0.2358779191160616,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,21,50,5,10,long_short,or,0.0785256759961852,0.01262844027221166,0.019721298712517554,0.640345266115568,-0.042958275954776526,"rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",126,21,20,21,5,long_short,and,0.3663455397306066,0.05606388760316716,0.0875630314640096,0.6402689201802099,-0.15006035170980758,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi']",63,14,50,5,3,long_short,or,0.12787839631282472,0.02035405107658317,0.03179432991372382,0.6401786460609592,-0.08058219298408431,"momentum, rsi (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,5,50,5,5,long,or,0.6620092415236452,0.08799498676607764,0.1374618427502703,0.6401411839497883,-0.23843161985929628,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,5,50,42,5,long,and,0.993428179767821,0.12133677888316918,0.18956808981331474,0.640069639371588,-0.2987761305447064,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",63,14,20,42,10,long_short,and,0.47576269679149763,0.06733424043839165,0.10519863414187576,0.6400676300376825,-0.18640744650613195,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi']",63,14,50,21,10,long_short,and,0.20071424729600928,0.031101752764295165,0.04859384910598965,0.6400347644093413,-0.0732408123107281,"momentum, rsi (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,21,50,42,5,long_short,or,0.23021611558207988,0.0349935080048942,0.05469627268111777,0.6397786593047802,-0.10204298894298092,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",63,5,10,5,5,long,or,0.6497637545190229,0.08744050016843796,0.1367027925968083,0.639639458034594,-0.22636756396499536,"momentum, rsi, ma_crossover (OR)"
['ma_crossover'],252,14,100,5,10,long,and,0.78112964027767,0.1041674177698173,0.16285337090256988,0.6396393098435613,-0.26761639009048144,ma_crossover
"['momentum', 'rsi', 'ma_crossover']",63,10,10,5,10,long,or,0.6221703164643824,0.08437361178435099,0.1319124415970618,0.6396183010703238,-0.25462273445042294,"momentum, rsi, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,10,10,5,3,long,or,0.6306833318701968,0.08230559108523217,0.12868345177141968,0.6395973215843753,-0.23348992379922495,"rsi, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,5,20,5,3,long_short,and,0.14395387322772013,0.022135242225802543,0.03461574144750312,0.6394559613686733,-0.07994639546710625,"rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,14,20,5,5,long,and,0.7154711167355747,0.09183104513936025,0.14361789293924798,0.6394122853355454,-0.27498136121225036,"rsi, ma_crossover (AND)"
"['momentum', 'ma_crossover']",126,14,20,10,10,long,and,0.9951688288902636,0.1282975064397327,0.20067158698522197,0.6393406678404396,-0.31319444308975486,"momentum, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",126,14,100,5,3,long,and,0.8863650222456088,0.11729435401853672,0.18356261747686153,0.6389882408019265,-0.30915494483694805,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,10,20,10,3,long_short,and,0.21136372750382915,0.03170687501013991,0.04962205161165807,0.6389674344438186,-0.08376649337676556,"rsi, ma_crossover (AND)"
"['momentum', 'ma_crossover']",126,14,20,5,5,long,and,1.0246776926769203,0.13119616450870653,0.20536397594136188,0.6388470222555844,-0.32724913072850115,"momentum, ma_crossover (AND)"
"['momentum', 'rsi']",63,21,50,5,5,long,and,0.8776468992825224,0.11125678216634283,0.1741544599297987,0.6388396955851157,-0.31706519335058236,"momentum, rsi (AND)"
"['momentum', 'ma_crossover']",63,14,10,21,3,long,or,1.0747498791362942,0.1299867070156826,0.20348095676212855,0.6388150964300727,-0.2897224315909499,"momentum, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,10,20,10,10,long_short,or,0.09397656536009324,0.014738755248918212,0.023072376718462767,0.6388052444169785,-0.04219326941191204,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'ma_crossover']",63,14,100,5,3,long,or,0.8955116327445285,0.11602805812902739,0.18164823299641372,0.6387513724469763,-0.2975837298018281,"momentum, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,10,100,10,3,long_short,or,0.19874231911845186,0.03160691492601897,0.04948796445498781,0.638678823712123,-0.08358790668916816,"rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",126,21,20,21,3,long,and,1.3661921415390736,0.16243308557309,0.2543557254814112,0.638605973054697,-0.414861161228693,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",63,10,20,5,10,long,and,0.7845768108685462,0.10183745019043,0.15947855746312756,0.6385651576637533,-0.27390136513684904,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi']",63,21,50,21,10,long,and,0.9336929060800232,0.11674304521966827,0.1828216887782774,0.6385623390737407,-0.29996455042144365,"momentum, rsi (AND)"
"['rsi', 'ma_crossover']",252,14,50,21,5,long_short,or,0.208157422967429,0.031889408044289747,0.04994266047731708,0.6385204099964449,-0.08275124627741881,"rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,14,100,10,10,long,or,0.5556404477891763,0.07880647819054354,0.1234501887962107,0.6383666072851117,-0.22557855144450356,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'ma_crossover']",21,14,20,10,5,long_short,and,0.31434585149689465,0.04553197691268185,0.07132869627987953,0.6383402373432353,-0.14010798115776402,"momentum, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,21,10,5,5,long,or,0.6530408454419758,0.0853192524758144,0.13368139268789545,0.6382283335049357,-0.25393143662704565,"momentum, rsi, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,21,10,5,5,long,or,0.631828400740825,0.08303828216143572,0.13011216997039204,0.6382053437455671,-0.2560584693165592,"rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",63,5,100,42,3,long_short,and,0.5080970742485125,0.07307370384161604,0.11452406766635044,0.6380641670404676,-0.18873164770061412,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,5,20,10,10,long_short,or,0.11103146838058842,0.017299047365953557,0.027114165672039992,0.6380077327547001,-0.03332038261077608,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,5,20,5,5,long_short,or,0.13362981982483224,0.02064132039885158,0.03235811571679199,0.6379024223632384,-0.038439391491474906,"momentum, rsi, ma_crossover (OR)"
['momentum'],63,14,50,5,3,long,and,1.1126344043219998,0.13341561906945043,0.20916990912931796,0.6378337095655909,-0.31898118966149136,momentum
"['momentum', 'rsi', 'ma_crossover']",21,10,20,5,3,long_short,or,0.13901041127699099,0.021428875612248932,0.03359970041493809,0.6377698416240006,-0.06295298259199178,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",126,14,100,21,5,long,and,0.8889274740103688,0.11755944170572241,0.18434740503274624,0.6377059752202096,-0.2915442975403104,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",63,5,100,21,3,long,and,0.965478756878908,0.12299391084819544,0.1928722099839073,0.6376963838308157,-0.30597284871553254,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'ma_crossover']",63,14,20,42,3,long,and,1.6745564279546175,0.17907065435245295,0.28081247023513234,0.6376876860294415,-0.40345693240131697,"momentum, ma_crossover (AND)"
"['momentum', 'rsi']",21,21,50,5,3,long_short,or,0.13445194228281077,0.020761856416127822,0.032566044879209846,0.6375307929819315,-0.06349161385249424,"momentum, rsi (OR)"
"['rsi', 'ma_crossover']",252,14,50,21,10,long_short,or,0.17402042640476933,0.026991169138915527,0.04233931322712274,0.6374966214998705,-0.06795541878776723,"rsi, ma_crossover (OR)"
"['momentum', 'rsi']",126,14,50,10,3,long,and,0.9272329794532199,0.1214872215452536,0.19058356688666803,0.6374485666830704,-0.2992783277059081,"momentum, rsi (AND)"
"['momentum', 'rsi', 'ma_crossover']",63,14,20,5,3,long,or,0.5741314912195405,0.0789291152802376,0.12382208985910591,0.6374396956960514,-0.20641775358251369,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi']",21,10,50,42,3,long_short,or,0.41311397053448107,0.05794539537071519,0.09091935817535643,0.6373273693700712,-0.16739884318826403,"momentum, rsi (OR)"
"['momentum', 'ma_crossover']",63,14,20,5,5,long,or,0.8517268131646258,0.10867326909564623,0.1706032834007685,0.63699400696972,-0.2470040056856584,"momentum, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,21,10,42,3,long_short,or,0.37284436841830093,0.05297473379765116,0.08318494992857228,0.6368307469456739,-0.15701160519182877,"rsi, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,10,100,5,5,long,and,0.7489788482653053,0.10072014054556644,0.15817121706211643,0.6367791967233329,-0.3007718023468171,"rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,21,100,10,10,long_short,and,0.2697745125367599,0.04185175959941634,0.06572562169013382,0.6367647581445208,-0.11837437004030649,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,5,100,10,3,long,and,0.8693800214555083,0.1133717226994817,0.17804607027475802,0.6367549843954892,-0.31441544599655213,"momentum, rsi, ma_crossover (AND)"
['momentum'],126,14,50,42,10,long,and,1.229420921235827,0.15040060123181176,0.23620499904710496,0.6367375874285297,-0.3240002037840909,momentum
"['momentum', 'rsi', 'ma_crossover']",63,5,20,42,3,long_short,and,0.6216125474050691,0.08431117175171243,0.13243024704006487,0.636645884427032,-0.20120045724708713,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,5,100,10,10,long,and,0.758506145747261,0.10174711321532715,0.15984112618555615,0.6365515286548412,-0.3061930311433987,"rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,10,20,5,10,long,or,0.644635381638015,0.08436158993153553,0.13257202612497712,0.6363453316464133,-0.2502233666166672,"rsi, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,5,10,42,5,long,or,0.5044569201640767,0.0682931300473506,0.10734654198721215,0.6361931067652477,-0.19939741200824235,"rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",63,10,100,5,3,long,and,0.7947155492215183,0.10560865267161312,0.16608083914549562,0.6358870367887192,-0.298712141995889,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi']",126,21,50,5,3,long,and,0.8408032317990013,0.11253060568437845,0.17697803553162214,0.6358450377548217,-0.3037610135382697,"momentum, rsi (AND)"
"['momentum', 'rsi']",21,21,50,5,5,long,or,0.6041655439210927,0.08002611338057375,0.12586872363703375,0.6357902985601425,-0.24996477021888985,"momentum, rsi (OR)"
"['momentum', 'rsi', 'ma_crossover']",252,14,50,5,10,long,or,0.3731314776133794,0.06260145570645159,0.09846309008971504,0.635786015342521,-0.19883473296724075,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",126,21,100,5,10,long,and,0.8031511340775817,0.10851986171234196,0.1707294339579608,0.6356247964780526,-0.3058722019030866,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'ma_crossover']",126,14,20,5,10,long,or,0.8595373968938522,0.11450102157584507,0.18015329707692213,0.6355754983876607,-0.26464104019254264,"momentum, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",126,14,50,10,10,long,or,0.5346638499166081,0.07772305170568217,0.12229122887638744,0.6355570421509543,-0.2361093641878257,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,5,10,21,5,long_short,or,0.27496369896578376,0.04036363926783593,0.06351021719571726,0.6355456027405588,-0.13499580907830444,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi']",63,5,50,5,3,long,and,0.833242963935753,0.10681248909024066,0.16806549087460312,0.6355408747768184,-0.2945015722158649,"momentum, rsi (AND)"
"['momentum', 'rsi', 'ma_crossover']",252,10,10,21,5,long,or,0.4831695035853709,0.07840331583810767,0.12337034810970238,0.6355118311605193,-0.19815151279475363,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",126,5,10,21,10,long,and,0.8875529294571356,0.11741728089580161,0.18477070773205098,0.6354756245566623,-0.31527743231749006,"momentum, rsi, ma_crossover (AND)"
['momentum'],63,14,50,10,3,long,and,1.1883592693233442,0.14011876840099347,0.22051009064272603,0.6354301882176273,-0.3593429727461944,momentum
"['momentum', 'ma_crossover']",126,14,20,5,3,long,and,1.0663029476548491,0.13522630476099473,0.2129109632524999,0.6351307734239325,-0.33205331052280007,"momentum, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",126,14,100,5,5,long,and,0.8241404697218087,0.11076410056289654,0.1744173916272929,0.6350519264706407,-0.304300194731828,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,14,10,21,3,long,or,0.5888853508767817,0.07834358542151731,0.12336612193600062,0.6350494300385002,-0.20761967014895377,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,5,20,42,3,long_short,or,0.5973069558465116,0.07927256951608741,0.12484209235899411,0.6349827050970306,-0.24580537704308802,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",126,21,10,5,5,long,or,0.5553200902723339,0.08024410158469508,0.12637562796901433,0.6349650076862122,-0.22381136197310414,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",126,10,20,5,10,long,or,0.5901559316785359,0.0844338284355941,0.13301552114860868,0.6347667377949244,-0.24531572446848782,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'ma_crossover']",63,14,50,21,10,long,or,0.9066088732304955,0.11410859675469931,0.17977661100481826,0.6347243733037166,-0.2617282122014577,"momentum, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",252,14,100,10,10,long,or,0.3521658059264896,0.05947531232486525,0.09370464405022286,0.6347104023252922,-0.18654753132544954,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,10,10,21,10,long,or,0.6632184878142313,0.08640496520546037,0.13613442639763904,0.6347032671447674,-0.24728731456441566,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,10,100,5,3,long,or,0.5403758117996653,0.07698187998938577,0.12129779665536783,0.6346519237122439,-0.21614987167511157,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi']",21,21,50,10,3,long_short,or,0.16146677932799447,0.024682553256589967,0.0388916753753922,0.6346487524218943,-0.07215952877395337,"momentum, rsi (OR)"
"['momentum', 'rsi', 'ma_crossover']",126,14,10,5,5,long,and,0.85243108053267,0.11375553256569204,0.17924603586202664,0.6346334635442346,-0.31133584181209883,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,10,50,21,3,long,and,0.8426185590860691,0.10678784641868311,0.1682726897465004,0.6346118706461338,-0.25993707326845694,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",126,14,50,5,3,long,and,0.9900935839348253,0.12779540372000175,0.2013777204667493,0.6346054738518249,-0.32358392495935373,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi']",21,10,50,5,10,long,or,0.6395264408333097,0.08386890493042198,0.13216832985636542,0.6345612827336694,-0.2571888100984884,"momentum, rsi (OR)"
